i,j,distance
3,28,18.5101
3,29,110.4247
3,30,154.6089
3,31,184.3586
3,32,99.1996
3,33,137.4826
3,34,72.3680
3,35,78.4766
3,36,86.1224
3,37,100.5771
3,38,80.7580
3,39,96.0410
3,40,56.7296
3,41,70.2730
3,42,25.7475
3,43,125.1134
3,44,148.5447
3,45,96.2191
3,46,16.2177
3,47,122.3031
3,48,202.5747
3,49,166.3271
3,50,51.8918
3,51,67.9106
3,52,105.1130
3,53,201.2311
3,54,48.2376
3,55,75.3760
3,56,43.9531
3,57,167.4500
3,58,185.0313
3,59,155.1043
3,60,84.5578
3,61,126.6933
3,62,144.2594
3,63,91.6920
3,64,108.5040
3,65,145.3440
3,66,98.6754
3,67,50.6819
3,68,62.6548
3,69,74.7564
3,70,139.1573
3,71,95.1419
3,72,135.8016
3,73,107.1444
3,74,125.0406
3,75,183.4593
3,76,113.1477
3,77,186.0390
3,78,151.8119
3,79,72.4922
3,80,51.3258
3,81,94.0110
3,82,101.7204
3,83,20.7384
3,84,17.3948
3,85,44.9265
3,86,27.1968
3,87,76.9502
3,88,180.8280
3,89,92.1979
3,90,170.3069
3,91,58.4371
3,92,119.1661
3,93,180.3509
3,94,101.2341
3,95,92.8891
3,96,96.9377
3,97,161.1503
3,98,186.7506
3,99,119.5935
4,5,199.2128
4,6,181.1217
4,7,229.7274
4,8,24.5593
4,9,23.3478
4,10,22.7953
4,11,183.9272
4,12,194.7599
4,13,82.5426
4,14,165.5970
4,15,226.3825
4,16,127.0262
4,17,91.9854
4,18,218.6743
4,19,101.9500
4,20,235.2478
4,21,117.0897
4,22,246.2133
4,23,98.5159
4,24,135.9690
4,25,2.5403
4,26,139.0464
4,27,114.7075
4,28,188.9841
4,29,94.8928
4,30,80.9290
4,31,35.3258
4,32,216.6732
4,33,78.7568
4,34,248.3105
4,35,158.0433
4,36,154.6070
4,37,104.9153
4,38,196.4277
4,39,237.5495
4,40,261.5272
4,41,232.0993
4,42,180.7803
4,43,91.2364
4,44,100.8422
4,45,245.6435
4,46,212.8502
4,47,100.7361
4,48,163.9143
4,49,58.3624
4,50,226.6185
4,51,181.2695
4,52,182.8512
4,53,10.0375
4,54,213.0568
4,55,216.3095
4,56,166.9931
4,57,37.9010
4,58,159.4688
4,59,95.9032
4,60,221.4541
4,61,98.8878
4,62,135.7729
4,63,121.9999
4,64,183.3552
4,65,61.1919
4,66,172.0616
4,67,154.9847
4,68,267.8452
4,69,151.4848
4,70,166.2409
4,71,286.9872
4,72,89.4235
4,73,118.8628
4,74,81.8834
4,75,40.9808
4,76,157.4554
4,77,71.9263
4,78,53.6112
4,79,237.0804
4,80,157.6899
4,81,187.8302
4,82,103.5789
4,83,209.6521
4,84,222.3579
4,85,195.6901
4,86,178.3567
4,87,129.7964
4,88,56.8187
4,89,232.1498
4,90,66.5367
4,91,258.6848
4,92,103.8380
4,93,158.4746
4,94,121.4557
4,95,146.6598
4,96,184.5083
4,97,47.0607
4,98,20.3779
4,99,128.6780
5,6,33.5705
5,7,99.1836
5,8,175.9255
5,9,211.2768
5,10,207.4846
5,11,20.7395
5,12,53.2319
5,13,126.8657
5,14,152.7709
5,15,45.5603
5,16,72.2498
5,17,118.6597
5,18,20.3642
5,19,99.8739
5,20,36.2656
5,21,96.5627
5,22,101.7514
5,23,109.9175
5,24,93.9967
5,25,197.7193
5,26,84.1907
5,27,163.8923
5,28,36.1095
5,29,105.4771
5,30,158.9668
5,31,182.5578
5,32,71.9323
5,33,125.8535
5,34,99.6822
5,35,94.4607
5,36,101.8079
5,37,97.7637
5,38,52.9924
5,39,71.5142
5,40,66.5415
5,41,48.2761
5,42,37.9872
5,43,112.8558
5,44,156.3284
5,45,73.3354
5,46,19.1805
5,47,107.8053
5,48,218.1670
5,49,167.2278
5,50,32.8900
5,51,89.3810
5,52,126.6643
5,53,196.4466
5,54,23.7987
5,55,102.1158
5,56,32.3769
5,57,162.1484
5,58,200.9270
5,59,162.2722
5,60,58.3662
5,61,132.0555
5,62,157.9515
5,63,96.8422
5,64,130.0565
5,65,142.0255
5,66,118.5242
5,67,47.5285
5,68,74.0032
5,69,88.1013
5,70,157.5168
5,71,118.6243
5,72,140.0215
5,73,90.6929
5,74,123.0053
5,75,182.5723
5,76,88.5069
5,77,190.0065
5,78,147.0148
5,79,100.2662
5,80,41.8024
5,81,116.5549
5,82,97.1817
5,83,48.4239
5,84,39.0532
5,85,17.1996
5,86,29.9389
5,87,78.3021
5,88,182.4055
5,89,67.0970
5,90,173.0265
5,91,59.8909
5,92,124.6727
5,93,196.3218
5,94,85.3870
5,95,107.0264
5,96,69.7098
5,97,153.1273
5,98,182.0623
5,99,99.1520
6,7,77.3079
6,8,156.8985
6,9,196.0061
6,10,192.4746
6,11,40.5796
6,12,26.5099
6,13,102.9057
6,14,119.2067
6,15,45.5085
6,16,57.5729
6,17,111.6265
6,18,44.5259
6,19,79.1842
6,20,60.4183
6,21,69.4612
6,22,133.5301
6,23,103.0103
6,24,99.7606
6,25,179.3395
6,26,89.7268
6,27,132.3876
6,28,9.5927
6,29,86.3553
6,30,131.1417
6,31,160.0488
6,32,101.8331
6,33,114.9342
6,34,84.6704
6,35,60.9258
6,36,68.3235
6,37,76.3163
6,38,79.6321
6,39,104.5254
6,40,81.0457
6,41,81.8418
6,42,4.7604
6,43,102.9576
6,44,126.1822
6,45,106.8092
6,46,35.7118
6,47,101.2609
6,48,184.9138
6,49,142.2211
6,50,65.7197
6,51,57.0099
6,52,93.8639
6,53,176.9635
6,54,57.3362
6,55,75.8023
6,56,26.8735
6,57,143.2602
6,58,167.5962
6,59,132.5261
6,60,90.3783
6,61,103.3993
6,62,125.0872
6,63,68.1225
6,64,97.2334
6,65,121.0394
6,66,85.2140
6,67,27.4429
6,68,86.9603
6,69,54.9914
6,70,123.9505
6,71,114.0441
6,72,112.2375
6,73,87.6057
6,74,100.7144
6,75,159.1967
6,76,101.5232
6,77,162.5490
6,78,127.5985
6,79,80.6956
6,80,31.1781
6,81,84.3700
6,82,77.6422
6,83,32.7825
6,84,41.2363
6,85,46.3586
6,86,6.8711
6,87,52.6573
6,88,156.8417
6,89,99.8518
6,90,146.5052
6,91,81.6466
6,92,95.8776
6,93,162.9724
6,94,81.4786
6,95,73.8451
6,96,91.6380
6,97,137.3979
6,98,162.4871
6,99,102.8236
7,8,205.4437
7,9,248.9423
7,10,246.0389
7,11,114.8301
7,12,50.8380
7,13,147.3706
7,14,100.6882
7,15,62.0130
7,16,125.5341
7,17,180.2189
7,18,93.2426
7,19,134.9900
7,20,98.4277
7,21,114.0892
7,22,197.9282
7,23,172.3156
7,24,176.0803
7,25,227.4921
7,26,166.2009
7,27,142.2306
7,28,68.6716
7,29,143.3631
7,30,159.2004
7,31,200.5708
7,32,170.6137
7,33,179.3909
7,34,22.3815
7,35,72.0690
7,36,76.7215
7,37,131.4328
7,38,151.9896
7,39,165.4749
7,40,89.3913
7,41,138.5586
7,42,73.4514
7,43,169.5272
7,44,145.0731
7,45,164.1588
7,46,85.0615
7,47,170.9915
7,48,169.9983
7,49,177.9650
7,50,119.6503
7,51,48.6321
7,52,65.8016
7,53,223.0193
7,54,118.9388
7,55,16.7604
7,56,104.0919
7,57,193.2908
7,58,153.0029
7,59,152.2888
7,60,155.4186
7,61,133.5236
7,62,124.4019
7,63,108.3208
7,64,68.1838
7,65,169.3533
7,66,68.7878
7,67,98.9943
7,68,88.8354
7,69,78.2942
7,70,104.6717
7,71,63.7850
7,72,143.7398
7,73,160.6525
7,74,149.3539
7,75,197.5830
7,76,178.8311
7,77,187.8653
7,78,178.2380
7,79,8.0737
7,80,106.8391
7,81,54.0053
7,82,135.6341
7,83,50.7742
7,84,66.8861
7,85,116.1807
7,86,84.1525
7,87,106.8215
7,88,189.2164
7,89,162.1771
7,90,177.0049
7,91,104.2259
7,92,127.2668
7,93,148.5380
7,94,154.4653
7,95,85.3836
7,96,166.9886
7,97,193.4745
7,98,209.4556
7,99,178.3967
8,9,44.3649
8,10,42.1287
8,11,161.3391
8,12,170.2158
8,13,58.1185
8,14,145.1173
8,15,202.0578
8,16,103.6799
8,17,74.5202
8,18,195.1469
8,19,77.7235
8,20,211.7857
8,21,92.5454
8,22,228.2101
8,23,79.7951
8,24,118.7798
8,25,22.5631
8,26,120.5674
8,27,96.5422
8,28,164.6427
8,29,70.9253
8,30,61.5184
8,31,22.8117
8,32,197.5282
8,33,60.0216
8,34,223.8603
8,35,133.9570
8,36,130.7783
8,37,80.6033
8,38,176.2707
8,39,217.4453
8,40,237.5117
8,41,210.4678
8,42,156.4526
8,43,71.4149
8,44,81.4668
8,45,225.2191
8,46,189.0690
8,47,81.8938
8,48,151.4632
8,49,39.7452
8,50,204.1034
8,51,157.0812
8,52,160.1753
8,53,20.5636
8,54,190.6449
8,55,192.2315
8,56,143.5954
8,57,13.7830
8,58,144.8061
8,59,77.5387
8,60,201.0797
8,61,75.9561
8,62,116.4568
8,63,97.5249
8,64,160.8679
8,65,36.6327
8,66,149.0460
8,67,131.0291
8,68,243.7378
8,69,127.1595
8,70,146.1796
8,71,262.4418
8,72,67.0011
8,73,99.1927
8,74,57.3270
8,75,28.5381
8,76,140.4366
8,77,61.1739
8,78,29.3051
8,79,212.7432
8,80,134.2258
8,81,164.5779
8,82,79.5538
8,83,185.1632
8,84,198.1228
8,85,173.2095
8,86,154.3040
8,87,105.3275
8,88,44.0839
8,89,211.9718
8,90,50.3806
8,91,235.1204
8,92,80.3748
8,93,143.2308
8,94,101.0371
8,95,123.0098
8,96,165.7983
8,97,27.7335
8,98,6.7812
8,99,111.8099
9,10,4.0697
9,11,194.6249
9,12,211.5799
9,13,101.6880
9,14,188.3968
9,15,241.5063
9,16,139.9631
9,17,97.4843
9,18,231.2087
9,19,117.6055
9,20,247.5326
9,21,135.2083
9,22,249.2419
9,23,105.1835
9,24,139.5098
9,25,25.8657
9,26,144.1221
9,27,137.9355
9,28,204.3425
9,29,109.8956
9,30,103.8616
9,31,58.6316
9,32,221.5065
9,33,86.5072
9,34,266.8052
9,35,177.8794
9,36,174.9412
9,37,120.8441
9,38,202.9222
9,39,243.6040
9,40,275.3092
9,41,240.6595
9,42,196.1144
9,43,99.6042
9,44,123.8436
9,45,252.1318
9,46,226.1017
9,47,107.4581
9,48,186.8582
9,49,81.3263
9,50,236.8527
9,51,200.8247
9,52,204.5037
9,53,33.2587
9,54,223.1782
9,55,236.0989
9,56,179.5704
9,57,55.6668
9,58,182.7276
9,59,119.0731
9,60,228.0442
9,61,120.2946
9,62,158.8449
9,63,140.6627
9,64,205.1556
9,65,79.5955
9,66,193.4100
9,67,169.1379
9,68,281.9333
9,69,170.6868
9,70,189.1666
9,71,304.6069
9,72,111.1959
9,73,126.0210
9,74,99.7459
9,75,64.3254
9,76,160.3108
9,77,94.9792
9,78,70.8099
9,79,256.1001
9,80,170.5140
9,81,208.9311
9,82,118.5745
9,83,225.8194
9,84,237.0972
9,85,206.0767
9,86,192.6414
9,87,146.2385
9,88,80.1429
9,89,238.3562
9,90,89.8415
9,91,271.1350
9,92,124.7226
9,93,181.7799
9,94,129.5717
9,95,167.2754
9,96,189.0993
9,97,58.6591
9,98,42.1781
9,99,132.0313
10,11,190.7493
10,12,208.2818
10,13,98.9182
10,14,186.7501
10,15,237.9809
10,16,136.2837
10,17,93.4521
10,18,227.4448
10,19,114.2419
10,20,243.7451
10,21,132.1804
10,22,245.1766
10,23,101.1782
10,24,135.4404
10,25,25.2228
10,26,140.0644
10,27,136.7273
10,28,200.8598
10,29,106.4676
10,30,102.3850
10,31,57.6805
10,32,217.4397
10,33,82.5658
10,34,263.7547
10,35,175.1516
10,36,172.3378
10,37,117.5097
10,38,198.8797
10,39,239.5495
10,40,271.6379
10,41,236.6705
10,42,192.6334
10,43,95.6721
10,44,122.3976
10,45,248.0841
10,46,222.3979
10,47,103.4528
10,48,186.7038
10,49,79.9190
10,50,232.9389
10,51,198.0174
10,52,202.2861
10,53,32.8320
10,54,219.2619
10,55,233.3266
10,56,175.8316
10,57,52.8855
10,58,182.1979
10,59,117.8018
10,60,224.0006
10,61,118.0680
10,62,157.4368
10,63,137.7263
10,64,202.9942
10,65,76.7589
10,66,191.0913
10,67,165.5469
10,68,278.2889
10,69,167.8256
10,70,187.6134
10,71,301.3959
10,72,109.1146
10,73,122.0177
10,74,96.7434
10,75,63.4957
10,76,156.2428
10,77,94.7210
10,78,67.8160
10,79,253.1541
10,80,166.8006
10,81,206.5235
10,82,115.1298
10,83,222.4258
10,84,233.5317
10,85,202.1794
10,86,189.0487
10,87,142.9375
10,88,79.4942
10,89,234.3045
10,90,88.8211
10,91,267.3540
10,92,122.3262
10,93,181.1487
10,94,125.6012
10,95,164.7533
10,96,185.0322
10,97,55.0814
10,98,40.4902
10,99,127.9618
11,12,65.5698
11,13,116.1617
11,14,155.8359
11,15,65.5967
11,16,58.6209
11,17,100.0443
11,18,40.3140
11,19,87.9223
11,20,54.7777
11,21,89.3993
11,22,94.7497
11,23,91.4145
11,24,73.3151
11,25,182.5897
11,26,63.5711
11,27,160.0076
11,28,47.1232
11,29,92.3757
11,30,150.7636
11,31,169.9218
11,32,61.9556
11,33,108.4071
11,34,117.8013
11,35,97.2643
11,36,104.0154
11,37,86.3794
11,38,39.0741
11,39,68.6155
11,40,86.6033
11,41,51.7316
11,42,45.3055
11,43,95.2902
11,44,150.6572
11,45,73.0440
11,46,39.8631
11,47,89.2325
11,48,217.8630
11,49,156.5246
11,50,42.7659
11,51,97.1263
11,52,133.2929
11,53,181.8992
11,54,29.4178
11,55,115.4738
11,56,23.2242
11,57,147.6568
11,58,201.0694
11,59,156.0320
11,60,52.8119
11,61,125.1771
11,62,156.8650
11,63,91.1636
11,64,136.6106
11,65,129.0380
11,66,123.7322
11,67,41.0131
11,68,94.2027
11,69,89.1618
11,70,160.4800
11,71,138.9586
11,72,132.1185
11,73,71.5066
11,74,111.2677
11,75,170.5074
11,76,68.1307
11,77,181.0612
11,78,133.0358
11,79,116.8726
11,80,31.3205
11,81,124.4298
11,82,84.6614
11,83,64.9952
11,84,59.1558
11,85,11.9828
11,86,34.3216
11,87,71.0563
11,88,171.9384
11,89,63.3872
11,90,163.4562
11,91,78.1455
11,92,118.1162
11,93,196.5836
11,94,66.5723
11,95,107.7482
11,96,52.1591
11,97,137.2157
11,98,167.7024
11,99,78.6082
12,13,113.2591
12,14,105.9947
12,15,37.6888
12,16,78.3565
12,17,133.4934
12,18,55.1507
12,19,94.1115
12,20,67.2057
12,21,78.2693
12,22,154.9462
12,23,125.1608
12,24,125.5774
12,25,192.7705
12,26,115.6240
12,27,129.6132
12,28,18.4569
12,29,102.1104
12,30,135.4132
12,31,170.0683
12,32,124.8421
12,33,134.8308
12,34,59.9322
12,35,52.4281
12,36,59.9739
12,37,90.7891
12,38,104.0611
12,39,124.1216
12,40,76.7410
12,41,99.0009
12,42,22.6291
12,43,123.7455
12,44,126.6309
12,45,124.8701
12,46,45.3513
12,47,123.6112
12,48,175.0260
12,49,149.9263
12,50,80.8800
12,51,38.9602
12,52,76.0088
12,53,189.5004
12,54,75.9981
12,55,49.9041
12,56,53.2539
12,57,157.0112
12,58,157.4189
12,59,133.5448
12,60,111.5750
12,61,107.4640
12,62,118.1687
12,63,74.6058
12,64,79.3958
12,65,133.6206
12,66,69.9764
12,67,49.6284
12,68,80.7252
12,69,51.1989
12,70,110.7404
12,71,93.5051
12,72,117.2700
12,73,111.5859
12,74,112.9049
12,75,168.3273
12,76,128.0139
12,77,166.5403
12,78,141.3457
12,79,54.5562
12,80,56.3657
12,81,64.8829
12,82,93.6253
12,83,16.7762
12,84,37.2825
12,85,69.0268
12,86,33.3749
12,87,65.3447
12,88,163.4975
12,89,119.9793
12,90,152.1803
12,91,83.3664
12,92,100.1087
12,93,152.7264
12,94,105.3890
12,95,67.6426
12,96,117.4476
12,97,153.7158
12,98,175.2176
12,99,128.2244
13,14,98.3459
13,15,146.9002
13,16,58.4264
13,17,66.0247
13,18,144.4850
13,19,28.7475
13,20,161.1775
13,21,34.9975
13,22,197.8830
13,23,64.4422
13,24,99.6745
13,25,80.3826
13,26,96.4440
13,27,63.8736
13,28,109.6842
13,29,27.4345
13,30,38.2455
13,31,57.2462
13,32,164.5339
13,33,54.1527
13,34,165.7680
13,35,76.2400
13,36,73.6928
13,37,29.8266
13,38,140.5981
13,39,180.2563
13,40,183.9111
13,41,167.7229
13,42,101.7006
13,43,54.8912
13,44,48.2881
13,45,186.6326
13,46,137.2074
13,47,65.2917
13,48,128.6427
13,49,40.4438
13,50,157.8875
13,51,99.1395
13,52,105.9878
13,53,76.5077
13,54,145.2287
13,55,134.4160
13,56,95.0451
13,57,46.0372
13,58,116.2853
13,59,50.0048
13,60,163.4707
13,61,26.4507
13,62,76.1045
13,63,39.4819
13,64,107.2209
13,65,22.2193
13,66,94.0515
13,67,79.5668
13,68,189.6127
13,69,69.0765
13,70,100.7128
13,71,204.6247
13,72,24.3019
13,73,74.1864
13,74,8.3160
13,75,56.3079
13,76,119.0199
13,77,65.7471
13,78,31.6705
13,79,154.6363
13,80,85.7395
13,81,108.7157
13,82,32.6402
13,83,128.8192
13,84,143.5737
13,85,128.0587
13,86,101.5049
13,87,50.2490
13,88,55.7955
13,89,174.6968
13,90,47.6701
13,91,183.7458
13,92,26.7289
13,93,113.1370
13,94,72.2997
13,95,66.5255
13,96,136.1482
13,97,49.8521
13,98,62.4726
13,99,95.0383
14,15,141.5783
14,16,122.7022
14,17,159.6973
14,18,160.1844
14,19,108.1248
14,20,173.1681
14,21,85.5151
14,22,250.5616
14,23,155.3645
14,24,180.6067
14,25,163.0676
14,26,173.5495
14,27,53.5334
14,28,118.1153
14,29,114.2420
14,30,84.6922
14,31,130.8043
14,32,217.3217
14,33,150.5838
14,34,123.0132
14,35,58.6707
14,36,51.8306
14,37,105.4696
14,38,193.1292
14,39,223.2694
14,40,178.9990
14,41,201.0188
14,42,114.8106
14,43,147.5110
14,44,64.9654
14,45,225.9685
14,46,150.3638
14,47,155.3575
14,48,70.4533
14,49,107.2478
14,50,184.3160
14,51,67.3756
14,52,34.9456
14,53,156.4934
14,54,176.5421
14,55,83.9858
14,56,133.7962
14,57,137.5157
14,58,52.9859
14,59,70.6939
14,60,208.3205
14,61,72.5679
14,62,31.3866
14,63,79.0615
14,64,32.5179
14,65,117.4490
14,66,36.2563
14,67,117.2969
14,68,181.1028
14,69,66.8998
14,70,4.7688
14,71,163.8248
14,72,79.3280
14,73,156.1632
14,74,105.2723
14,75,125.8183
14,76,194.2917
14,77,103.8963
14,78,127.0588
14,79,108.5036
14,80,128.8061
14,81,47.1681
14,82,111.6986
14,83,120.8543
14,84,142.6318
14,85,164.3454
14,86,123.5819
14,87,96.3039
14,88,112.2213
14,89,218.3762
14,90,100.4919
14,91,188.5087
14,92,71.7665
14,93,48.3752
14,94,151.5200
14,95,49.2810
14,96,198.6981
14,97,146.7368
14,98,146.2751
14,99,178.6986
15,16,102.6998
15,17,155.5833
15,18,32.8625
15,19,124.4483
15,20,36.4979
15,21,112.4125
15,22,137.0935
15,23,146.8432
15,24,137.3439
15,25,224.5565
15,26,127.3012
15,27,167.2945
15,28,37.4210
15,29,131.7742
15,30,171.9045
15,31,204.1384
15,32,112.1323
15,33,159.9141
15,34,56.5158
15,35,90.0666
15,36,97.5689
15,37,121.4711
15,38,96.9369
15,39,104.2667
15,40,39.0676
15,41,77.0899
15,42,45.6058
15,43,147.6357
15,44,164.0018
15,45,102.3912
15,46,27.0821
15,47,144.9544
15,48,211.4448
15,49,185.1403
15,50,58.2849
15,51,74.3083
15,52,109.3485
15,53,221.9631
15,54,59.8417
15,55,70.6712
15,56,66.5809
15,57,188.4883
15,58,193.8224
15,59,170.8382
15,60,95.6786
15,61,143.8724
15,62,155.6125
15,63,109.7698
15,64,112.6151
15,65,165.9192
15,66,105.3237
15,67,72.7072
15,68,43.4336
15,69,88.6844
15,70,146.2533
15,71,73.4331
15,72,153.4163
15,73,129.7664
15,74,145.3850
15,75,202.8894
15,76,133.7273
15,77,203.2211
15,78,172.7927
15,79,60.5772
15,80,73.9589
15,81,97.2826
15,82,123.0623
15,83,21.1586
15,84,6.5149
15,85,62.1951
15,86,49.4392
15,87,97.0181
15,88,199.2210
15,89,101.3621
15,90,188.2531
15,91,47.0153
15,92,136.4098
15,93,189.1322
15,94,123.8747
15,95,105.3252
15,96,114.9079
15,97,182.9058
15,98,207.5133
15,99,141.7499
16,17,55.1561
16,18,91.6624
16,19,29.7246
16,20,108.2215
16,21,39.5428
16,22,141.0081
16,23,46.9382
16,24,58.6528
16,25,125.4998
16,26,50.9475
16,27,110.7842
16,28,66.7070
16,29,33.7617
16,30,94.9879
16,31,111.3143
16,32,107.2252
16,33,57.3640
16,34,138.0602
16,35,72.2657
16,36,75.7061
16,37,28.7765
16,38,82.8393
16,39,121.9221
16,40,135.3544
16,41,109.6853
16,42,58.7280
16,43,45.5908
16,44,98.6114
16,45,128.2085
16,46,86.1639
16,47,45.5125
16,48,173.6687
16,49,98.4080
16,50,101.1602
16,51,86.2911
16,52,112.4006
16,53,124.2103
16,54,88.0140
16,55,118.1169
16,56,39.9675
16,57,89.9060
16,58,158.3719
16,59,102.8714
16,60,105.1458
16,61,72.2431
16,62,113.5983
16,63,44.6328
16,64,115.0732
16,65,70.4512
16,66,100.1506
16,67,30.1304
16,68,142.0422
16,69,61.6172
16,70,126.7078
16,71,170.8922
16,72,77.2470
16,73,36.8147
16,74,52.8978
16,75,111.9013
16,76,71.7097
16,77,124.0799
16,78,74.8677
16,79,130.9205
16,80,30.6858
16,81,108.4674
16,82,26.1681
16,83,89.6073
16,84,97.8220
16,85,70.6036
16,86,53.2838
16,87,26.6485
16,88,113.8798
16,89,116.3700
16,90,106.0877
16,91,131.6770
16,92,66.2102
16,93,154.3182
16,94,31.0214
16,95,74.5824
16,96,81.1443
16,97,81.4051
16,98,109.8481
16,99,58.0375
17,18,139.0190
17,19,52.3387
17,20,154.5373
17,21,76.5532
17,22,154.3065
17,23,8.7866
17,24,44.3111
