i,j,distance
1,62,114.4620
1,63,44.4638
1,64,102.1931
1,65,134.8367
1,66,210.9146
1,67,204.1283
1,68,33.9956
1,69,160.2752
1,70,171.6104
1,71,204.9292
1,72,199.2078
1,73,101.2434
1,74,157.0171
1,75,81.2806
1,76,170.5697
1,77,189.2825
1,78,126.9418
1,79,71.7805
1,80,209.9629
1,81,131.5041
1,82,66.9300
1,83,242.3538
1,84,16.2932
1,85,96.4766
1,86,112.9879
1,87,12.8642
1,88,30.8445
1,89,109.1529
1,90,264.7439
1,91,226.8739
1,92,253.2440
1,93,62.0689
1,94,111.4112
1,95,12.8598
1,96,167.1048
1,97,65.2097
1,98,239.4851
1,99,116.4090
1,100,150.1324
1,101,99.4986
1,102,123.8298
1,103,93.5789
1,104,186.5446
1,105,101.2258
1,106,232.7893
1,107,66.8387
1,108,62.7869
1,109,183.4996
1,110,179.2490
1,111,153.7105
1,112,198.4553
1,113,97.4492
1,114,201.9029
1,115,127.9478
1,116,240.0458
1,117,99.6708
1,118,174.8002
1,119,140.4154
1,120,204.8542
1,121,183.3171
1,122,23.5271
1,123,67.7005
1,124,186.9139
1,125,183.0905
1,126,118.0322
1,127,176.1350
1,128,128.1656
1,129,244.2560
1,130,129.7990
1,131,157.4306
1,132,46.5710
1,133,238.8614
1,134,139.9713
1,135,254.2901
1,136,215.5424
1,137,200.5886
1,138,190.1627
1,139,114.1121
1,140,194.9456
1,141,273.1322
1,142,246.6913
1,143,53.0722
1,144,110.8701
1,145,194.2736
1,146,128.5261
1,147,157.2105
1,148,85.0777
1,149,37.7372
2,3,88.1635
2,4,86.0016
2,5,132.7254
2,6,90.1434
2,7,103.7172
2,8,108.8902
2,9,147.3126
2,10,125.9676
2,11,41.8478
2,12,105.7373
2,13,94.1019
2,14,98.8832
2,15,124.1959
2,16,82.2273
2,17,104.7911
2,18,103.1170
2,19,74.4221
2,20,87.5309
2,21,72.3938
2,22,83.6505
2,23,91.4382
2,24,56.0621
2,25,51.5822
2,26,117.5851
2,27,54.9311
2,28,78.1207
2,29,121.5264
2,30,88.9356
2,31,125.8634
2,32,63.1494
2,33,129.2851
2,34,57.6100
2,35,120.2396
2,36,114.8039
2,37,78.5534
2,38,94.9112
2,39,110.7289
2,40,71.9802
2,41,107.7506
2,42,84.2883
2,43,144.5255
2,44,12.6008
2,45,113.0514
2,46,24.5956
2,47,39.4227
2,48,94.0216
2,49,101.4125
2,50,143.4245
2,51,74.7060
2,52,46.2503
2,53,93.8227
2,54,119.9578
2,55,98.4070
2,56,40.5338
2,57,51.8005
2,58,81.5480
2,59,134.1687
2,60,148.1183
2,61,83.9577
2,62,53.1095
2,63,87.4180
2,64,64.9042
2,65,72.5715
2,66,94.5602
2,67,117.6133
2,68,83.3992
2,69,65.5289
2,70,112.0844
2,71,99.5395
2,72,92.3384
2,73,57.5961
2,74,49.7604
2,75,58.8287
2,76,94.3750
2,77,82.8386
2,78,137.9614
2,79,55.3940
2,80,112.6927
2,81,20.4845
2,82,102.6814
2,83,126.6479
2,84,113.6240
2,85,21.2033
2,86,78.9739
2,87,106.0804
2,88,87.8626
2,89,57.3452
2,90,147.5466
2,91,125.7302
2,92,143.2845
2,93,94.0394
2,94,17.0432
2,95,110.8036
2,96,93.3425
2,97,110.5407
2,98,128.4492
2,99,50.6503
2,100,91.2222
2,101,107.6373
2,102,81.8728
2,103,29.8512
2,104,71.2972
2,105,49.9620
2,106,123.9743
2,107,68.5279
2,108,61.1803
2,109,77.1051
2,110,62.9147
2,111,36.3641
2,112,101.7990
2,113,23.2840
2,114,96.1180
2,115,21.8281
2,116,132.7477
2,117,86.8621
2,118,112.5342
2,119,106.4872
2,120,97.0607
2,121,69.7302
2,122,95.7966
2,123,49.7093
2,124,100.9155
2,125,105.8987
2,126,28.2613
2,127,58.7687
2,128,13.6681
2,129,136.5677
2,130,130.2908
2,131,100.3889
2,132,121.2195
2,133,132.1291
2,134,31.1857
2,135,143.3599
2,136,107.2390
2,137,87.3096
2,138,78.2882
2,139,11.6384
2,140,78.2790
2,141,163.0243
2,142,132.1702
2,143,78.2461
2,144,114.2680
2,145,79.1187
2,146,21.3517
2,147,98.7690
2,148,32.6962
2,149,82.0490
3,4,173.7747
3,5,200.8520
3,6,83.4470
3,7,156.1066
3,8,127.8207
3,9,205.7379
3,10,154.2447
3,11,61.2273
3,12,26.3601
3,13,179.0059
3,14,166.3487
3,15,41.9012
3,16,158.2579
3,17,140.0023
3,18,76.8577
3,19,119.6657
3,20,144.1757
3,21,70.4285
3,22,81.0846
3,23,38.4486
3,24,50.7565
3,25,64.9067
3,26,157.2636
3,27,142.3313
3,28,128.1298
3,29,209.2497
3,30,76.1993
3,31,186.4564
3,32,125.6237
3,33,157.4161
3,34,63.7213
3,35,156.9175
3,36,202.4838
3,37,9.6271
3,38,88.4603
3,39,192.3258
3,40,151.2628
3,41,189.4206
3,42,35.8119
3,43,229.9433
3,44,100.4043
3,45,107.7515
3,46,112.5106
3,47,62.4481
3,48,12.7255
3,49,27.0482
3,50,229.8299
3,51,150.2523
3,52,42.6460
3,53,149.5349
3,54,40.3165
3,55,37.7994
3,56,102.5923
3,57,136.4351
3,58,7.9434
3,59,221.8051
3,60,193.5535
3,61,37.1229
3,62,128.2067
3,63,54.5908
3,64,24.3343
3,65,47.0300
3,66,153.1030
3,67,205.6217
3,68,80.0800
3,69,153.5239
3,70,74.9966
3,71,185.7707
3,72,178.2321
3,73,123.6888
3,74,137.3507
3,75,109.8071
3,76,180.2217
3,77,117.1932
3,78,50.4113
3,79,47.8961
3,80,200.5261
3,81,85.2620
3,82,134.7472
3,83,201.3574
3,84,107.3064
3,85,75.0278
3,86,19.8378
3,87,95.5466
3,88,87.9520
3,89,128.3694
3,90,207.1144
3,91,144.4560
3,92,177.8512
3,93,125.1063
3,94,71.4850
3,95,102.0506
3,96,178.5417
3,97,43.5499
3,98,166.7786
3,99,45.0597
3,100,171.5837
3,101,19.9782
3,102,153.7265
3,103,61.6255
3,104,128.8521
3,105,117.6802
3,106,157.6439
3,107,39.4427
3,108,92.3427
3,109,112.5029
3,110,141.3480
3,111,111.9849
3,112,189.8149
3,113,88.3880
3,114,182.3166
3,115,109.6870
3,116,216.9514
3,117,144.1960
3,118,78.6069
3,119,42.2090
3,120,182.3185
3,121,152.2322
3,122,92.1629
3,123,70.7203
3,124,188.6755
3,125,91.2363
3,126,111.1340
3,127,130.4090
3,128,88.0889
3,129,166.7132
3,130,44.7438
3,131,61.5018
3,132,133.3372
3,133,216.6700
3,134,119.2098
3,135,180.2036
3,136,191.7886
3,137,168.8123
3,138,161.8399
3,139,77.0479
3,140,140.5943
3,141,196.5928
3,142,179.8290
3,143,103.2682
3,144,26.4080
3,145,158.5190
3,146,80.4694
3,147,61.7273
3,148,70.2166
3,149,68.2903
4,5,113.5878
4,6,160.8496
4,7,121.5163
4,8,157.7967
4,9,140.0390
4,10,161.2814
4,11,118.8797
4,12,189.0398
4,13,23.4363
4,14,96.1201
4,15,210.0702
4,16,72.7784
4,17,123.1034
4,18,168.5001
4,19,101.2701
4,20,89.4314
4,21,138.3207
4,22,143.9412
4,23,170.4398
4,24,138.8986
4,25,130.1351
4,26,144.4432
4,27,31.5360
4,28,113.1622
4,29,35.5259
4,30,162.6043
4,31,122.2978
4,32,94.0737
4,33,163.6998
4,34,128.6763
4,35,149.2815
4,36,28.8073
4,37,164.1482
4,38,164.0241
4,39,67.2805
4,40,44.1677
4,41,65.4655
4,42,163.8936
4,43,76.8815
4,44,74.5011
4,45,176.4746
4,46,61.4184
4,47,116.7531
4,48,180.0211
4,49,187.1005
4,50,71.6264
4,51,53.2607
4,52,131.2581
4,53,112.3622
4,54,202.4376
4,55,182.8689
4,56,94.2684
4,57,52.2250
4,58,167.4085
4,59,56.4414
4,60,158.4013
4,61,163.1996
4,62,60.1202
4,63,160.8493
4,64,150.8771
4,65,154.9799
4,66,108.7334
4,67,32.0999
4,68,144.2587
4,69,20.6836
4,70,189.4739
4,71,41.0265
4,72,40.3975
4,73,73.7615
4,74,41.9338
4,75,93.3462
4,76,18.6495
4,77,130.4933
4,78,223.8584
4,79,134.5806
4,80,36.2297
4,81,95.7231
4,82,125.4409
4,83,95.8476
4,84,163.8587
4,85,100.0099
4,86,164.8530
4,87,161.7072
4,88,144.4584
4,89,65.8430
4,90,138.4394
4,91,169.3923
4,92,167.2487
4,93,122.5391
4,94,103.0252
4,95,163.6310
4,96,21.6794
4,97,190.1724
4,98,152.9194
4,99,135.7212
4,100,40.5653
4,101,192.8672
4,102,61.5962
4,103,112.8289
4,104,102.0817
4,105,73.3711
4,106,154.7660
4,107,148.2119
4,108,112.5978
4,109,127.0156
4,110,65.9323
4,111,78.0526
4,112,25.4026
4,113,88.8448
4,114,39.7948
4,115,64.2143
4,116,72.2331
4,117,88.2345
4,118,188.7895
4,119,190.8699
4,120,45.6020
4,121,53.7999
4,122,151.1388
4,123,118.4075
4,124,14.9165
4,125,175.8302
4,126,64.1739
4,127,79.8920
4,128,89.9405
4,129,166.8972
4,130,216.2911
4,131,180.2056
4,132,154.6161
4,133,70.4363
4,134,56.2464
4,135,164.8822
4,136,53.8416
4,137,58.3630
4,138,49.6245
4,139,97.5298
4,140,97.3663
4,141,183.0838
4,142,144.5555
4,143,122.0446
4,144,200.0520
4,145,63.4901
4,146,99.9061
4,147,178.3562
4,148,108.1433
4,149,149.2007
5,6,138.2481
5,7,51.8256
5,8,103.5988
5,9,28.5106
5,10,87.2714
5,11,173.9002
5,12,225.2317
5,13,136.9457
5,14,34.8811
5,15,220.2461
5,16,51.9771
5,17,221.7187
5,18,235.7205
5,19,193.2281
5,20,192.0800
5,21,205.1167
5,22,216.0987
5,23,218.7621
5,24,150.4452
5,25,136.2927
5,26,68.5077
5,27,117.8664
5,28,74.8034
5,29,123.2882
5,30,144.6301
5,31,22.5796
5,32,75.5726
5,33,87.4702
5,34,190.2330
5,35,73.3183
5,36,121.5268
5,37,192.9228
5,38,137.3523
5,39,48.5475
5,40,149.6956
5,41,49.4357
5,42,211.5469
5,43,77.5381
5,44,122.7017
5,45,135.5236
5,46,122.0978
5,47,171.5243
5,48,199.7546
5,49,198.5980
5,50,85.3420
5,51,158.8082
5,52,169.4155
5,53,53.8967
5,54,240.0452
5,55,187.1310
5,56,100.0755
5,57,87.7261
5,58,192.9119
5,59,96.1362
5,60,56.7093
5,61,211.6009
5,62,152.6129
5,63,218.5580
5,64,177.5823
5,65,159.3718
5,66,49.1871
5,67,115.9569
5,68,215.9075
5,69,110.0512
5,70,170.4258
5,71,74.6160
5,72,73.3244
5,73,166.0991
5,74,99.4281
5,75,179.6091
5,76,131.8033
5,77,91.9832
5,78,240.8051
5,79,185.4198
5,80,93.1505
5,81,121.9798
5,82,221.9911
5,83,20.8352
5,84,244.8993
5,85,153.8794
5,86,183.2233
5,87,238.2643
5,88,219.8364
5,89,159.9417
5,90,26.1491
5,91,102.7247
5,92,77.0794
5,93,215.7730
5,94,141.7831
5,95,242.5802
5,96,135.1914
5,97,235.8581
5,98,69.2844
5,99,156.1308
5,100,153.2858
5,101,220.1010
5,102,168.6377
5,103,159.7224
5,104,72.0966
5,105,161.2186
5,106,78.1224
5,107,197.0193
5,108,190.3628
5,109,94.2587
5,110,71.0585
5,111,96.7563
5,112,95.5292
5,113,152.8413
5,114,74.7285
5,115,123.6223
5,116,64.4417
5,117,190.9476
5,118,167.3662
5,119,193.0223
5,120,68.6327
5,121,70.7658
5,122,227.7298
5,123,182.3859
5,124,116.2879
5,125,146.0651
5,126,136.1660
5,127,74.4964
5,128,123.3441
5,129,84.3014
5,130,229.6459
5,131,169.6580
5,132,246.9218
5,133,66.4200
5,134,112.3922
5,135,72.8016
5,136,63.3006
5,137,57.2270
5,138,68.1488
5,139,137.8041
5,140,60.2637
5,141,84.5106
5,142,50.5077
5,143,205.8643
5,144,221.6077
5,145,58.3955
5,146,126.0953
5,147,167.7499
5,148,165.3854
5,149,214.6978
6,7,87.0873
6,8,45.7753
6,9,134.6418
6,10,72.7914
6,11,102.1830
6,12,109.5597
6,13,176.1613
6,14,108.2389
6,15,86.3792
6,16,111.7332
6,17,187.6218
6,18,150.8022
6,19,159.0845
6,20,176.3663
6,21,130.8147
6,22,144.1621
6,23,117.2448
6,24,44.5791
6,25,40.0016
6,26,80.1354
6,27,135.3244
6,28,65.1264
6,29,193.5906
6,30,7.6402
6,31,118.9607
6,32,75.1273
6,33,75.7184
6,34,116.6311
6,35,78.3905
6,36,187.6301
6,37,80.0983
6,38,5.6272
6,39,148.1427
6,40,160.3135
6,41,145.7698
6,42,111.7804
6,43,190.2948
6,44,95.1012
6,45,26.4842
6,46,108.5299
6,47,101.1606
6,48,75.9880
6,49,68.6322
6,50,193.3727
6,51,164.1989
6,52,80.3839
6,53,84.5438
6,54,122.4399
6,55,54.5532
6,56,66.6033
6,57,109.6613
6,58,76.7592
6,59,191.7883
6,60,115.8883
6,61,112.6484
6,62,143.1542
6,63,127.7634
6,64,69.8273
6,65,37.4461
6,66,89.6232
6,67,187.6618
6,68,143.3803
6,69,141.2629
6,70,32.7585
6,71,153.2816
6,72,145.7498
6,73,147.2340
6,74,118.9686
6,75,144.2362
6,76,174.7273
6,77,46.2851
6,78,108.4011
6,79,101.3855
6,80,173.8771
6,81,71.1485
6,82,184.0848
6,83,145.8660
6,84,175.5848
6,85,96.7587
6,86,63.7909
6,87,164.6576
6,88,150.7556
6,89,147.4712
6,90,136.7130
6,91,61.3880
6,92,96.9069
6,93,174.3922
6,94,79.0457
6,95,170.9879
6,96,174.9732
6,97,126.7646
6,98,88.0063
6,99,56.0770
6,100,178.0728
6,101,97.7186
6,102,171.8424
6,103,88.9747
6,104,72.2158
6,105,139.5935
6,106,77.7782
6,107,104.5746
6,108,137.5361
6,109,44.7166
6,110,102.7220
6,111,82.7999
6,112,166.0571
6,113,108.7417
6,114,150.1935
6,115,106.6790
6,116,175.2968
6,117,175.8219
6,118,30.4129
6,119,58.2604
6,120,147.4362
6,121,117.0115
6,122,157.5046
6,123,116.2909
6,124,174.3995
6,125,15.7906
6,126,117.6577
6,127,87.3434
6,128,78.5289
6,129,85.0537
6,130,96.4436
6,131,32.1408
6,132,194.3180
6,133,175.8613
6,134,108.3014
6,135,99.8835
6,136,153.7979
6,137,128.2326
6,138,126.5066
6,139,81.5309
6,140,84.0252
6,141,114.6282
6,142,104.4160
6,143,154.0570
6,144,94.5184
6,145,116.6721
6,146,68.9685
6,147,30.3876
6,148,102.6065
6,149,134.7910
7,8,52.5588
7,9,49.6606
7,10,42.5055
7,11,140.7058
7,12,181.6687
7,13,143.7593
7,14,30.0919
7,15,171.0911
7,16,49.3666
7,17,204.9348
7,18,202.0070
7,19,174.6526
7,20,180.4090
7,21,173.3908
7,22,185.7548
7,23,179.2086
7,24,105.4304
7,25,91.4174
7,26,23.6151
7,27,111.7849
7,28,28.5024
7,29,143.7844
7,30,93.7885
7,31,31.9158
7,32,40.7270
7,33,44.1555
7,34,157.7677
7,35,28.8231
7,36,139.7882
7,37,149.1188
7,38,85.8384
7,39,76.5303
7,40,145.0075
7,41,75.2602
7,42,172.2314
7,43,117.0130
7,44,97.3722
7,45,83.8793
7,46,102.6093
7,47,138.5362
7,48,153.2570
7,49,150.3887
7,50,122.6768
7,51,152.8420
7,52,130.5943
7,53,10.3938
7,54,196.2248
7,55,138.0238
7,56,64.1258
7,57,76.1418
7,58,148.2234
7,59,127.5100
7,60,44.4978
7,61,172.5306
7,62,139.7895
7,63,182.2777
7,64,134.3290
7,65,111.7498
7,66,12.7938
7,67,136.5180
7,68,185.3585
7,69,109.3098
7,70,118.8812
7,71,93.7582
7,72,88.3477
7,73,150.9890
7,74,90.2777
7,75,159.4879
7,76,139.8224
7,77,41.2880
7,78,192.2967
7,79,149.3535
7,80,116.1410
7,81,87.3520
7,82,203.8250
7,83,63.4369
7,84,216.7287
7,85,123.2208
7,86,137.3167
7,87,208.3811
7,88,190.6347
7,89,146.7282
7,90,51.1788
7,91,55.2694
7,92,46.0079
7,93,196.0042
7,94,107.4080
7,95,213.5467
7,96,142.0875
7,97,194.5473
7,98,31.4062
7,99,113.0902
7,100,155.1573
7,101,174.4513
7,102,162.6796
7,103,125.3511
7,104,32.4770
7,105,144.5094
7,106,34.4823
7,107,159.1719
7,108,164.8598
7,109,44.6115
7,110,57.8522
7,111,68.9695
7,112,113.2188
7,113,126.6129
7,114,91.9266
7,115,103.0044
7,116,101.8925
7,117,179.4238
7,118,115.7203
7,119,143.3575
7,120,86.6960
7,121,67.8354
7,122,198.5256
7,123,151.7519
7,124,130.0225
7,125,94.2765
7,126,117.2922
7,127,49.5120
7,128,91.3326
7,129,45.7266
7,130,180.7843
7,131,118.9217
7,132,224.6355
7,133,103.1901
7,134,94.8870
7,135,44.1809
7,136,87.8749
7,137,66.6835
7,138,72.5428
7,139,104.8798
7,140,27.4317
7,141,63.5060
7,142,28.5112
7,143,181.7883
7,144,174.5947
7,145,58.4962
7,146,90.3187
7,147,117.0616
7,148,134.2284
7,149,181.6817
8,9,93.8863
8,10,27.0253
8,11,134.0674
8,12,154.1552
8,13,177.3327
8,14,80.6383
8,15,131.6201
8,16,93.2345
8,17,213.2545
8,18,189.5039
8,19,183.1113
8,20,195.6194
8,21,165.6613
8,22,179.0009
8,23,159.0368
8,24,82.3155
8,25,71.6001
8,26,37.5202
8,27,139.1587
8,28,44.9957
8,29,185.8435
8,30,53.4155
8,31,81.9269
8,32,63.7285
8,33,29.9503
8,34,150.3597
8,35,34.4672
8,36,180.8371
8,37,123.3306
8,38,42.0266
8,39,126.2090
8,40,169.5993
8,41,124.4701
8,42,152.9402
8,43,167.9401
8,44,108.5647
8,45,32.6522
8,46,119.2215
8,47,132.4660
8,48,121.3072
8,49,114.4066
8,50,172.8563
8,51,175.6025
8,52,116.2037
8,53,55.0045
8,54,167.5029
8,55,100.2910
8,56,71.7190
8,57,106.1632
8,58,120.6629
8,59,175.4373
8,60,71.3411
8,61,153.6307
8,62,157.5417
8,63,167.1830
8,64,111.0942
8,65,80.8250
8,66,60.4859
8,67,179.0149
8,68,178.3538
8,69,141.1247
8,70,72.4292
8,71,138.8085
8,72,132.1808
8,73,165.2635
8,74,118.9197
8,75,167.5546
8,76,174.5370
8,77,28.0871
8,78,153.7832
8,79,137.3606
8,80,161.0855
8,81,88.4991
8,82,210.7056
8,83,115.9485
8,84,210.9555
8,85,122.6157
8,86,107.9839
8,87,200.8181
8,88,185.0745
8,89,163.3449
8,90,96.3631
8,91,17.8116
8,92,51.1614
8,93,201.5906
8,94,104.1391
8,95,206.8216
8,96,175.8511
8,97,170.4651
8,98,43.4314
8,99,93.1410
8,100,184.1965
8,101,143.1276
8,102,184.6088
8,103,118.9918
8,104,55.9614
8,105,157.8167
8,106,32.7204
8,107,143.3682
8,108,166.0724
8,109,32.9347
8,110,92.3849
8,111,85.6094
8,112,155.8332
8,113,131.3430
8,114,136.3215
8,115,118.3385
8,116,152.6778
8,117,194.8510
8,118,68.6247
8,119,103.6098
8,120,132.0392
8,121,106.0490
8,122,192.4489
8,123,147.5312
8,124,169.1295
8,125,46.4935
8,126,131.9404
8,127,77.9052
8,128,95.2843
8,129,39.2923
8,130,141.7517
8,131,76.7041
8,132,225.6847
8,133,153.7594
8,134,115.1177
8,135,54.2761
8,136,135.5678
8,137,111.4352
8,138,113.7553
8,139,104.3236
8,140,63.4355
8,141,68.9917
8,142,61.7869
8,143,183.3487
8,144,140.2719
8,145,100.8791
8,146,88.8127
8,147,75.1783
8,148,131.3448
8,149,171.4903
9,10,72.0739
9,11,186.8057
9,12,231.2116
9,13,163.4750
9,14,49.9577
9,15,219.9787
9,16,72.6006
9,17,242.4512
9,18,248.6815
9,19,213.0799
9,20,214.3740
9,21,219.0459
9,22,230.8270
9,23,227.9003
9,24,155.0268
9,25,140.9648
9,26,56.3767
9,27,140.9108
9,28,77.7509
9,29,151.5817
9,30,141.7396
9,31,21.4826
9,32,85.3671
9,33,71.2530
9,34,203.6637
9,35,59.9416
9,36,149.6187
9,37,198.6515
9,38,132.6169
9,39,76.7189
9,40,173.6602
9,41,77.3709
9,42,220.8321
9,43,105.0275
9,44,138.8001
9,45,126.5273
9,46,140.6230
9,47,184.5247
9,48,202.8864
9,49,199.7177
9,50,113.1604
9,51,182.5211
9,52,178.8546
9,53,56.7113
9,54,245.8086
9,55,187.0454
9,56,110.3403
9,57,108.0522
9,58,197.8448
9,59,124.5525
9,60,31.9076
9,61,221.0586
9,62,174.1118
9,63,229.8934
9,64,183.7523
9,65,161.3032
9,66,54.1194
9,67,144.2206
9,68,230.5271
9,69,134.4247
9,70,165.1237
9,71,102.2768
9,72,100.2755
9,73,186.9708
9,74,121.0256
9,75,198.7316
9,76,158.5067
9,77,90.2225
9,78,241.4307
9,79,196.7254
9,80,121.4625
9,81,133.4664
9,82,242.2062
9,83,49.3119
9,84,260.8791
9,85,167.9441
9,86,186.9769
9,87,253.3440
9,88,235.1740
9,89,181.4016
9,90,3.1509
9,91,88.3472
9,92,55.8181
9,93,235.3237
9,94,153.7050
9,95,258.1162
9,96,161.7179
9,97,243.7210
9,98,52.8185
9,99,162.4106
9,100,178.9447
9,101,224.1105
9,102,192.4566
9,103,171.8398
9,104,79.1341
9,105,181.4528
9,106,63.3609
9,107,207.2507
9,108,207.2814
9,109,94.0391
9,110,89.8201
9,111,111.0079
9,112,123.3272
9,113,169.0415
9,114,102.0946
9,115,141.7320
9,116,92.5485
9,117,213.2803
9,118,161.6056
9,119,192.0414
9,120,95.9827
9,121,93.0309
9,122,243.1080
9,123,196.7389
9,124,143.7784
9,125,139.5567
9,126,155.2121
9,127,88.8113
9,128,136.2570
9,129,65.6632
9,130,229.7921
9,131,166.7714
9,132,265.6138
9,133,94.5899
9,134,131.4431
9,135,51.1606
9,136,91.4207
9,137,82.1761
9,138,92.4184
9,139,150.4718
9,140,69.5488
9,141,58.7798
9,142,32.7212
9,143,223.5411
9,144,224.1470
9,145,80.6707
9,146,137.0010
9,147,164.9856
9,148,179.3151
9,149,227.9648
10,11,155.6831
10,12,180.6041
10,13,182.6068
10,14,72.5447
10,15,158.5533
10,16,90.8791
10,17,230.6795
10,18,213.2820
10,19,200.2257
10,20,210.1447
10,21,187.9815
10,22,201.1623
10,23,184.3187
10,24,107.2772
10,25,95.4383
10,26,19.5107
10,27,147.3506
10,28,51.0199
10,29,185.5767
10,30,80.4309
10,31,64.7014
10,32,70.5750
10,33,3.4058
10,34,172.4233
10,35,14.2765
10,36,181.2986
10,37,149.3606
10,38,69.0196
10,39,118.8814
10,40,179.5907
10,41,117.6976
10,42,178.0027
10,43,158.6459
10,44,123.2955
10,45,57.2826
10,46,131.9991
10,47,153.8845
10,48,148.1015
10,49,141.4162
10,50,164.6893
10,51,186.5435
10,52,139.7102
10,53,49.6995
10,54,194.1359
10,55,127.3162
10,56,86.0940
10,57,112.2685
10,58,146.9431
10,59,169.9946
10,60,45.7990
10,61,178.6173
10,62,170.5494
10,63,191.4295
10,64,136.5525
10,65,107.2181
10,66,54.2778
10,67,178.3910
10,68,200.5817
10,69,147.0075
10,70,98.5761
10,71,135.9993
10,72,130.3056
10,73,179.8604
10,74,126.0692
10,75,184.6469
10,76,179.1136
10,77,43.6927
10,78,180.7404
10,79,160.5411
10,80,158.4382
10,81,106.3345
10,82,228.6488
10,83,103.0280
10,84,233.0646
10,85,142.0931
10,86,134.4178
10,87,223.3707
10,88,206.9386
10,89,176.9244
10,90,74.8795
10,91,16.2862
10,92,24.1439
10,93,219.9358
10,94,124.0633
10,95,229.1773
10,96,181.0020
10,97,196.4983
10,98,19.2599
10,99,117.6057
10,100,192.0580
10,101,169.9382
10,102,196.0340
10,103,140.2592
10,104,61.3937
10,105,172.7145
10,106,9.1502
10,107,167.5750
10,108,185.6062
10,109,49.5735
10,110,95.6388
10,111,97.1110
10,112,155.0215
10,113,149.1196
10,114,134.0317
10,115,131.6385
10,116,143.6936
10,117,209.2777
10,118,94.6169
10,119,130.5839
